Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AA18446,site 2,9/24/2013 11:58,,,,,,,,,,,,,,,,,,
AB41464,site 1,8/26/2014 9:45,,,,,,,,,,,,,,,,,,
AB75719,site 1,6/9/2015 9:49,"Sunny, 70 F. Lots of aquatic weeds",0.118,788.0,7.23,,31.8,26.9,0.5,11.17891,8.05,,,0.0286,5.5,21.0,2419.6,3.8,
AB88442,site 1,7/28/2015 9:08,85 F and sunny. Pond water very stagnant. ,0.125,698.0,10.09,,4.1,3.1,0.2,5.49552,8.44,,,0.0565,7.0,27.3,1203.1,8.8,
AB88443,site 2,7/28/2015 9:20,85 F and sunny. Pond water very stagnant. ,0.1,701.0,9.72,,6.3,1.0,0.2,5.49552,8.39,,,0.0458,5.66,27.3,1119.9,2.8,
AB94876,site 1,8/12/2015 9:30,,,700.0,5.6,3.0,,,,,8.04,,,,,23.6,,,
AB94877,site 1,8/12/2015 9:31,,,701.0,6.0,6.0,,,,,8.06,,,,,23.6,,,
AB94878,site 1,8/12/2015 9:32,,,704.0,5.39,9.0,,,,,8.04,,,,,23.5,,,
AB94879,site 1,8/12/2015 9:33,,,704.0,2.08,12.0,,,,,7.85,,,,,23.2,,,
AB94880,site 1,8/12/2015 9:34,,,704.0,1.86,15.0,,,,,7.83,,,,,23.2,,,
AB94881,site 1,8/12/2015 9:35,,,704.0,1.81,18.0,,,,,7.82,,,,,23.2,,,
AB94882,site 2,8/12/2015 9:44,,,699.0,5.86,3.0,,,,,8.08,,,,,23.6,,,
AB94883,site 2,8/12/2015 9:45,,,699.0,5.89,6.0,,,,,8.09,,,,,23.6,,,
AB94884,site 2,8/12/2015 9:46,,,703.0,5.68,9.0,,,,,8.07,,,,,23.5,,,
AB94885,site 2,8/12/2015 9:47,,,718.0,0.0,12.0,,,,,7.76,,,,,22.8,,,
AB94886,site 2,8/12/2015 9:48,,,729.0,0.0,15.0,,,,,7.66,,,,,22.7,,,
AB94887,site 2,8/12/2015 9:49,,,737.0,0.0,18.0,,,,,7.65,,,,,22.6,,,
AB94888,site 3,8/12/2015 9:57,,,703.0,5.5,3.0,,,,,8.09,,,,,23.6,,,
AB94889,site 3,8/12/2015 9:58,,,665.0,0.0,6.0,,,,,7.63,,,,,23.4,,,
AB97932,site 1,8/25/2015 9:58,,,723.0,7.61,0.0,,,,,8.14,,,,,23.0,,,
AB97933,site 1,8/25/2015 9:58,,,723.0,7.97,3.0,,,,,8.19,,,,,23.0,,,
AB97934,site 1,8/25/2015 9:58,,,723.0,7.62,6.0,,,,,8.2,,,,,23.0,,,
AB97935,site 1,8/25/2015 9:58,,,723.0,7.32,9.0,,,,,8.21,,,,,23.0,,,
AB97936,site 1,8/25/2015 9:58,,,723.0,7.55,12.0,,,,,8.23,,,,,23.0,,,
AB97937,site 1,8/25/2015 9:58,,,748.0,5.04,15.0,,,,,8.04,,,,,22.5,,,
AB97938,site 1,8/25/2015 9:58,,,748.0,4.62,18.0,,,,,8.0,,,,,22.4,,,
AB97939,site 2,8/25/2015 10:14,,,722.0,8.48,0.0,,,,,8.25,,,,,22.9,,,
AB97940,site 2,8/25/2015 10:14,,,721.0,8.1,3.0,,,,,8.25,,,,,22.9,,,
AB97941,site 2,8/25/2015 10:14,,,721.0,8.01,6.0,,,,,8.25,,,,,22.9,,,
AB97942,site 2,8/25/2015 10:14,,,722.0,8.0,9.0,,,,,8.25,,,,,22.9,,,
AB97943,site 2,8/25/2015 10:14,,,722.0,8.14,12.0,,,,,8.26,,,,,22.9,,,
AB97944,site 2,8/25/2015 10:14,,,747.0,8.06,15.0,,,,,8.06,,,,,22.4,,,
AB97945,site 2,8/25/2015 10:14,,,748.0,8.0,18.0,,,,,8.0,,,,,22.3,,,
AB97946,site 3,8/25/2015 10:28,,,740.0,7.37,0.0,,,,,8.3,,,,,20.9,,,
AB97947,site 3,8/25/2015 10:28,,,739.0,6.58,3.0,,,,,8.1,,,,,20.9,,,
AB97948,site 3,8/25/2015 10:28,,,740.0,7.47,6.0,,,,,8.15,,,,,20.9,,,
AB97949,site 3,8/25/2015 10:28,,,737.0,5.61,9.0,,,,,8.02,,,,,21.0,,,
AC03581,site 1,9/15/2015 14:16,,,733.0,8.2,3.0,,,,,8.32,,,,,20.0,,,
AC03582,site 1,9/15/2015 14:17,,,741.0,8.03,6.0,,,,,8.3,,,,,19.6,,,
AC03583,site 1,9/15/2015 14:18,,,752.0,5.91,9.0,,,,,8.14,,,,,18.2,,,
AC03584,site 1,9/15/2015 14:19,,,763.0,6.7,12.0,,,,,8.18,,,,,17.9,,,
AC03585,site 1,9/15/2015 14:20,,,763.0,6.72,15.0,,,,,8.18,,,,,17.8,,,
AC03586,site 1,9/15/2015 14:21,,,754.0,5.79,18.0,,,,,8.12,,,,,17.3,,,
AC03587,site 2,9/15/2015 14:26,,,735.0,7.81,3.0,,,,,8.3,,,,,19.9,,,
AC03588,site 2,9/15/2015 14:27,,,742.0,4.8,6.0,,,,,8.05,,,,,19.4,,,
AC03589,site 2,9/15/2015 14:28,,,749.0,5.9,9.0,,,,,8.14,,,,,18.5,,,
AC03590,site 2,9/15/2015 14:29,,,764.0,6.34,12.0,,,,,8.19,,,,,18.0,,,
AC03591,site 2,9/15/2015 14:30,,,762.0,6.39,15.0,,,,,8.14,,,,,17.7,,,
AC03592,site 2,9/15/2015 14:31,,,751.0,5.35,18.0,,,,,8.05,,,,,17.4,,,
AC03593,site 3,9/15/2015 14:40,,,747.0,9.14,3.0,,,,,8.42,,,,,20.3,,,
AC03594,site 3,9/15/2015 14:41,,,740.0,9.52,6.0,,,,,8.42,,,,,19.4,,,
AC03605,site 1,9/15/2015 14:15,,,734.0,8.82,0.0,,,,,8.31,,,,,20.6,,,
AC03606,site 2,9/15/2015 14:25,,,732.0,8.61,0.0,,,,,8.36,,,,,21.0,,,
AC03607,site 3,9/15/2015 14:39,,,750.0,8.57,0.0,,,,,8.39,,,,,21.6,,,
AC60684,site 1,4/13/2016 11:11,,,758.0,16.4,6.0,,,,,7.85,,,,,7.4,,,
AC60685,site 1,4/13/2016 11:12,,,758.0,15.36,9.0,,,,,7.92,,,,,7.4,,,
AC60686,site 1,4/13/2016 11:13,,,759.0,14.81,12.0,,,,,7.99,,,,,7.4,,,
AC60687,site 1,4/13/2016 11:14,,,759.0,14.26,15.0,,,,,8.01,,,,,7.3,,,
AC60688,site 1,4/13/2016 11:15,,,758.0,13.88,18.0,,,,,8.04,,,,,7.3,,,
AC60689,site 1,4/13/2016 11:16,,,759.0,13.78,21.0,,,,,8.07,,,,,7.3,,,
AC60691,site 2,4/13/2016 11:41,,,757.0,14.5,6.0,,,,,8.13,,,,,7.5,,,
AC60692,site 2,4/13/2016 11:42,,,757.0,14.44,9.0,,,,,8.14,,,,,7.4,,,
AC60693,site 2,4/13/2016 11:43,,,758.0,14.35,12.0,,,,,8.14,,,,,7.4,,,
AC60694,site 2,4/13/2016 11:44,,,765.0,13.74,15.0,,,,,8.11,,,,,7.1,,,
AC60695,site 2,4/13/2016 11:45,,,765.0,13.58,18.0,,,,,8.1,,,,,7.1,,,
AC60697,site 3,4/13/2016 12:03,,,767.0,13.34,6.0,,,,,8.09,,,,,6.6,,,
AC60698,site 3,4/13/2016 12:04,,,766.8,13.25,9.0,,,,,8.09,,,,,6.7,,,
AC64754,site 1,4/26/2016 9:26,,,779.0,11.3,3.0,,,,,7.96,,,,,15.0,,,
AC64755,site 1,4/26/2016 9:27,,,780.0,11.19,6.0,,,,,8.06,,,,,15.0,,,
AC64756,site 1,4/26/2016 9:28,,,7.79,11.08,9.0,,,,,8.15,,,,,15.0,,,
AC64757,site 1,4/26/2016 9:29,,,780.0,11.33,12.0,,,,,8.2,,,,,15.0,,,
AC64758,site 1,4/26/2016 9:30,,,782.0,10.7,15.0,,,,,8.19,,,,,14.8,,,
AC64759,site 1,4/26/2016 9:31,,,786.0,10.01,18.0,,,,,8.11,,,,,13.4,,,
AC64760,site 2,4/26/2016 9:41,,,782.0,10.87,3.0,,,,,8.28,,,,,15.0,,,
AC64761,site 2,4/26/2016 9:42,,,781.0,10.85,6.0,,,,,8.28,,,,,15.0,,,
AC64762,site 2,4/26/2016 9:43,,,781.0,10.68,9.0,,,,,8.2,,,,,15.0,,,
AC64763,site 2,4/26/2016 9:44,,,781.0,10.69,12.0,,,,,8.28,,,,,15.0,,,
AC64764,site 2,4/26/2016 9:45,,,789.0,10.22,15.0,,,,,8.22,,,,,14.3,,,
AC64765,site 3,4/26/2016 9:51,,,781.0,7.64,3.0,,,,,8.16,,,,,15.2,,,
AC64766,site 3,4/26/2016 9:52,,,782.0,8.01,6.0,,,,,8.17,,,,,15.2,,,
AC64767,site 3,4/26/2016 9:53,,,784.0,7.79,9.0,,,,,8.06,,,,,15.0,,,
AC65951,site 1,5/2/2016 10:33,,,767.0,12.75,3.0,,,,,7.85,,,,,12.7,,,
AC65952,site 1,5/2/2016 10:34,,,767.0,12.68,6.0,,,,,7.92,,,,,12.0,,,
AC65953,site 1,5/2/2016 10:35,,,766.0,12.08,9.0,,,,,7.98,,,,,12.0,,,
AC65954,site 1,5/2/2016 10:36,,,766.0,11.6,12.0,,,,,8.07,,,,,12.0,,,
AC65955,site 1,5/2/2016 10:37,,,766.0,11.7,15.0,,,,,8.05,,,,,11.9,,,
AC65956,site 1,5/2/2016 10:38,,,766.0,12.08,18.0,,,,,8.07,,,,,11.9,,,
AC65958,site 2,5/2/2016 10:47,,,765.0,11.51,3.0,,,,,8.16,,,,,12.0,,,
AC65959,site 2,5/2/2016 10:48,,,765.0,11.6,6.0,,,,,8.15,,,,,11.9,,,
AC65960,site 2,5/2/2016 10:49,,,765.0,11.41,9.0,,,,,8.16,,,,,11.9,,,
AC65961,site 2,5/2/2016 10:50,,,764.0,11.3,12.0,,,,,8.15,,,,,11.9,,,
AC65962,site 2,5/2/2016 10:51,,,765.0,11.43,15.0,,,,,8.16,,,,,11.9,,,
AC65963,site 2,5/2/2016 10:52,,,761.0,11.51,18.0,,,,,8.15,,,,,11.9,,,
AC65965,site 3,5/2/2016 11:10,,,744.0,10.27,3.0,,,,,8.11,,,,,11.2,,,
AC65966,site 3,5/2/2016 11:11,,,744.0,10.26,6.0,,,,,8.14,,,,,11.2,,,
AC65967,site 3,5/2/2016 11:12,,,747.0,9.87,9.0,,,,,8.08,,,,,11.2,,,
AC70089,site 1,5/17/2016 9:54,,,765.0,11.23,0.0,,,,,7.97,,,,,14.6,,,
AC70090,site 1,5/17/2016 9:55,,,765.0,11.15,3.0,,,,,8.02,,,,,14.3,,,
AC70091,site 1,5/17/2016 9:56,,,765.0,11.6,6.0,,,,,8.06,,,,,14.2,,,
AC70092,site 1,5/17/2016 9:57,,,764.0,10.62,9.0,,,,,8.09,,,,,14.2,,,
AC70093,site 1,5/17/2016 9:58,,,764.0,10.75,12.0,,,,,8.14,,,,,14.1,,,
AC70094,site 1,5/17/2016 9:59,,,760.0,11.09,15.0,,,,,8.1,,,,,13.1,,,
AC70095,site 1,5/17/2016 10:00,,,763.0,10.81,18.0,,,,,8.1,,,,,12.6,,,
AC70097,site 2,5/17/2016 10:15,,,767.0,10.6,0.0,,,,,8.17,,,,,14.6,,,
AC70098,site 2,5/17/2016 10:16,,,765.0,10.2,3.0,,,,,8.17,,,,,14.3,,,
AC70099,site 2,5/17/2016 10:17,,,765.0,11.04,6.0,,,,,8.18,,,,,14.2,,,
AC70100,site 2,5/17/2016 10:18,,,763.0,10.21,9.0,,,,,8.18,,,,,14.0,,,
AC70101,site 2,5/17/2016 10:19,,,762.0,10.91,12.0,,,,,8.19,,,,,13.9,,,
AC70102,site 2,5/17/2016 10:20,,,761.0,11.62,15.0,,,,,8.22,,,,,13.7,,,
AC70104,site 3,5/17/2016 10:35,,,757.0,9.6,0.0,,,,,8.12,,,,,14.0,,,
AC70105,site 3,5/17/2016 10:36,,,766.0,9.22,3.0,,,,,8.07,,,,,13.7,,,
AC70106,site 3,5/17/2016 10:37,,,766.0,9.15,6.0,,,,,8.05,,,,,13.6,,,
AC74566,site 1,6/2/2016 11:00,,,777.0,7.54,3.0,,,,,7.95,,,,,23.9,,,
AC74567,site 1,6/2/2016 11:00,,,777.0,7.26,6.0,,,,,8.0,,,,,23.8,,,
AC74568,site 1,6/2/2016 11:00,,,777.0,7.22,9.0,,,,,8.04,,,,,23.8,,,
AC74569,site 1,6/2/2016 11:00,,,778.0,7.05,12.0,,,,,8.05,,,,,23.7,,,
AC74570,site 1,6/2/2016 11:00,,,782.0,5.62,15.0,,,,,7.97,,,,,23.0,,,
AC74571,site 1,6/2/2016 11:00,,,788.0,3.06,18.0,,,,,7.88,,,,,22.8,,,
AC74573,site 2,6/2/2016 11:08,,,778.0,7.28,3.0,,,,,8.15,,,,,23.9,,,
AC74574,site 2,6/2/2016 11:08,,,778.0,7.45,6.0,,,,,8.17,,,,,23.9,,,
AC74575,site 2,6/2/2016 11:08,,,777.0,6.39,9.0,,,,,8.13,,,,,23.5,,,
AC74576,site 2,6/2/2016 11:08,,,785.0,5.2,12.0,,,,,8.05,,,,,23.0,,,
AC74577,site 2,6/2/2016 11:08,,,784.0,4.79,15.0,,,,,8.01,,,,,22.8,,,
AC74578,site 2,6/2/2016 11:08,,,793.0,2.26,18.0,,,,,7.89,,,,,22.5,,,
AC74580,site 3,6/2/2016 11:25,,,772.0,4.27,3.0,,,,,8.01,,,,,22.9,,,
AC74581,site 3,6/2/2016 11:25,,,777.0,4.01,6.0,,,,,7.98,,,,,22.8,,,
AC74582,site 3,6/2/2016 11:25,,,769.0,3.4,9.0,,,,,7.92,,,,,22.7,,,
AC78008,site 1,6/14/2016 11:40,,,796.0,4.42,,,,,,8.0,,,,,23.0,,,
AC78009,site 1,6/14/2016 11:41,,,796.0,4.43,,,,,,7.96,,,,,22.9,,,
AC78010,site 1,6/14/2016 11:42,,,802.0,3.84,,,,,,7.85,,,,,22.6,,,
AC78011,site 1,6/14/2016 11:43,,,806.0,3.38,,,,,,7.82,,,,,22.3,,,
AC78012,site 1,6/14/2016 11:44,,,810.0,3.82,,,,,,7.81,,,,,22.0,,,
AC78013,site 1,6/14/2016 11:45,,,811.0,4.08,,,,,,7.77,,,,,21.9,,,
AC78014,site 2,6/14/2016 11:57,,,797.0,4.4,3.0,,,,,8.03,,,,,22.9,,,
AC78015,site 2,6/14/2016 11:58,,,798.0,3.66,6.0,,,,,8.01,,,,,22.3,,,
AC78016,site 2,6/14/2016 11:59,,,801.0,4.27,9.0,,,,,8.02,,,,,22.5,,,
AC78017,site 2,6/14/2016 12:00,,,808.0,3.67,12.0,,,,,7.94,,,,,22.1,,,
AC78018,site 2,6/14/2016 12:01,,,811.0,2.24,15.0,,,,,7.9,,,,,21.9,,,
AC78019,site 3,6/14/2016 12:14,,,812.0,4.23,3.0,,,,,8.12,,,,,21.2,,,
AC78020,site 3,6/14/2016 12:15,,,812.0,3.81,6.0,,,,,8.1,,,,,21.2,,,
AC81396,site 1,6/29/2016 9:49,,,793.0,4.56,18.0,,,,,7.98,,,,,24.6,,,
AC81397,site 1,6/29/2016 9:50,,,789.0,5.7,15.0,,,,,8.01,,,,,24.8,,,
AC81398,site 1,6/29/2016 9:51,,,789.0,5.52,12.0,,,,,8.0,,,,,24.8,,,
AC81399,site 1,6/29/2016 9:52,,,788.0,5.79,9.0,,,,,8.0,,,,,24.8,,,
AC81400,site 1,6/29/2016 9:53,,,788.0,5.87,6.0,,,,,7.98,,,,,24.8,,,
AC81401,site 1,6/29/2016 9:54,,,788.0,5.82,3.0,,,,,7.95,,,,,24.9,,,
AC81403,site 2,6/29/2016 10:05,,,798.0,1.64,18.0,,,,,7.77,,,,,24.4,,,
AC81404,site 2,6/29/2016 10:06,,,791.0,5.09,15.0,,,,,8.03,,,,,24.7,,,
AC81405,site 2,6/29/2016 10:07,,,790.0,5.5,12.0,,,,,8.05,,,,,24.8,,,
AC81406,site 2,6/29/2016 10:08,,,790.0,5.8,9.0,,,,,8.05,,,,,24.8,,,
AC81407,site 2,6/29/2016 10:09,,,790.0,5.74,6.0,,,,,8.05,,,,,24.9,,,
AC81408,site 2,6/29/2016 10:10,,,790.0,5.62,3.0,,,,,8.05,,,,,24.9,,,
AC81409,site 2,6/29/2016 10:11,,0.103,789.0,5.84,0.0,1.0,2.0,0.2,7.9689,8.06,,,0.0721,4.83,24.9,313.0,15.8,
AC81410,site 3,6/29/2016 10:32,,,813.0,3.81,9.0,,,,,7.89,,,,,23.3,,,
AC81411,site 3,6/29/2016 10:33,,,814.0,3.8,6.0,,,,,7.9,,,,,23.6,,,
AC81412,site 3,6/29/2016 10:34,,,8.13,4.53,3.0,,,,,7.93,,,,,23.9,,,
AC84809,site 1,7/12/2016 9:52,,,752.0,7.94,0.0,,,,,7.83,,,,,26.1,,,
AC84810,site 1,7/12/2016 9:53,,,750.0,7.81,3.0,,,,,7.89,,,,,25.8,,,
AC84811,site 1,7/12/2016 9:54,,,739.0,4.14,6.0,,,,,7.74,,,,,25.6,,,
AC84812,site 1,7/12/2016 9:55,,,725.0,2.34,9.0,,,,,7.65,,,,,25.0,,,
AC84813,site 1,7/12/2016 9:56,,,725.0,2.29,12.0,,,,,7.63,,,,,24.7,,,
AC84814,site 1,7/12/2016 9:57,,,718.0,1.53,15.0,,,,,7.64,,,,,24.4,,,
AC84815,site 1,7/12/2016 9:58,,,721.0,1.13,18.0,,,,,7.61,,,,,24.1,,,
AC84817,site 2,7/12/2016 10:08,,,753.0,8.19,0.0,,,,,8.2,,,,,26.0,,,
AC84818,site 2,7/12/2016 10:09,,,752.0,7.83,3.0,,,,,8.2,,,,,26.0,,,
AC84819,site 2,7/12/2016 10:10,,,755.0,4.86,6.0,,,,,7.98,,,,,25.6,,,
AC84820,site 2,7/12/2016 10:11,,,741.0,3.3,9.0,,,,,7.87,,,,,25.1,,,
AC84821,site 2,7/12/2016 10:12,,,718.0,1.18,12.0,,,,,7.72,,,,,24.6,,,
AC84822,site 2,7/12/2016 10:13,,,719.0,0.01,15.0,,,,,7.62,,,,,24.4,,,
AC84824,site 3,7/12/2016 10:44,,,744.0,9.21,0.0,,,,,8.28,,,,,26.7,,,
AC84825,site 3,7/12/2016 10:45,,,751.0,7.88,3.0,,,,,8.16,,,,,26.1,,,
AC84826,site 3,7/12/2016 10:46,,,742.0,6.84,6.0,,,,,8.07,,,,,25.4,,,
AC88742,site 1,7/26/2016 10:08,,,762.0,8.3,3.0,,,,,7.99,,,,,28.0,,,
AC88743,site 1,7/26/2016 10:09,,,762.0,7.51,6.0,,,,,8.04,,,,,27.9,,,
AC88744,site 1,7/26/2016 10:10,,,762.0,7.84,9.0,,,,,8.07,,,,,27.9,,,
AC88745,site 1,7/26/2016 10:11,,,765.0,5.71,12.0,,,,,8.01,,,,,27.6,,,
AC88746,site 1,7/26/2016 10:12,,,774.0,1.01,15.0,,,,,7.7,,,,,26.8,,,
AC88748,site 2,7/26/2016 10:24,,,763.0,8.45,3.0,,,,,8.24,,,,,28.0,,,
AC88749,site 2,7/26/2016 10:25,,,763.0,7.75,6.0,,,,,8.22,,,,,27.9,,,
AC88750,site 2,7/26/2016 10:26,,,763.0,7.49,9.0,,,,,8.17,,,,,27.8,,,
AC88751,site 2,7/26/2016 10:27,,,763.0,7.31,12.0,,,,,8.18,,,,,27.8,,,
AC88752,site 2,7/26/2016 10:28,,,776.0,0.38,15.0,,,,,7.79,,,,,26.8,,,
AC88753,site 2,7/26/2016 10:29,,,797.0,,18.0,,,,,7.58,,,,,24.2,,,
AC88755,site 3,7/26/2016 10:44,,,784.0,4.6,3.0,,,,,7.9,,,,,26.7,,,
AC88756,site 3,7/26/2016 10:45,,,784.0,4.41,6.0,,,,,7.87,,,,,26.6,,,
AC88757,site 3,7/26/2016 10:46,,,783.0,3.59,9.0,,,,,7.83,,,,,26.4,,,
AC90763,site 1,8/3/2016 10:16,,0.15,710.0,13.4,0.0,3.1,4.2,1.4,42.35153,8.25,,,0.0548,2.0,25.9,2419.6,4.8,
AC90764,site 1,8/3/2016 10:16,,,710.0,13.02,3.0,,,,,8.37,,,,,25.4,,,
AC90765,site 1,8/3/2016 10:16,,,640.0,2.94,6.0,,,,,7.86,,,,,24.0,,,
AC90766,site 1,8/3/2016 10:16,,,648.0,0.25,9.0,,,,,7.66,,,,,23.6,,,
AC90767,site 1,8/3/2016 10:16,,,641.0,0.0,12.0,,,,,7.61,,,,,23.3,,,
AC90768,site 1,8/3/2016 10:16,,,631.0,0.0,15.0,,,,,7.53,,,,,23.1,,,
AC90769,site 1,8/3/2016 10:16,,,7.49,0.0,18.0,,,,,7.49,,,,,22.5,,,
AC90770,site 1,8/3/2016 10:16,,,659.0,0.0,21.0,,,,,7.47,,,,,22.4,,,
AC90772,site 2,8/3/2016 10:37,,,711.0,12.6,3.0,,,,,8.55,,,,,26.0,,,
AC90773,site 2,8/3/2016 10:37,,,697.0,10.12,6.0,,,,,8.44,,,,,25.6,,,
AC90774,site 2,8/3/2016 10:37,,,681.0,3.3,9.0,,,,,8.01,,,,,24.6,,,
AC90775,site 2,8/3/2016 10:37,,,641.0,2.29,12.0,,,,,7.89,,,,,24.0,,,
AC90776,site 2,8/3/2016 10:37,,,638.0,0.68,15.0,,,,,7.72,,,,,23.5,,,
AC90777,site 2,8/3/2016 10:37,,,638.0,0.0,18.0,,,,,7.65,,,,,23.2,,,
AC90779,site 3,8/3/2016 11:06,,,748.0,5.6,3.0,,,,,8.0,,,,,25.8,,,
AC90780,site 3,8/3/2016 11:06,,,713.0,5.82,6.0,,,,,7.94,,,,,25.5,,,
AC94427,site 1,8/17/2016 9:48,,,715.0,7.04,,,,,,7.92,,,,,25.2,,,
AC94428,site 1,8/17/2016 9:49,,,711.0,6.04,,,,,,7.9,,,,,25.1,,,
AC94429,site 1,8/17/2016 9:50,,,6.98,4.69,,,,,,7.84,,,,,24.9,,,
AC94430,site 1,8/17/2016 9:51,,,696.0,4.38,,,,,,7.83,,,,,24.8,,,
AC94431,site 1,8/17/2016 9:52,,,696.0,3.88,,,,,,7.8,,,,,24.7,,,
AC94432,site 1,8/17/2016 9:53,,,696.0,3.67,,,,,,7.8,,,,,24.7,,,
AC94433,site 1,8/17/2016 9:54,,,697.0,2.74,,,,,,7.78,,,,,24.6,,,
AC94435,site 2,8/17/2016 10:01,,,716.0,6.96,,,,,,8.09,,,,,25.4,,,
AC94436,site 2,8/17/2016 10:02,,,707.0,5.41,,,,,,8.02,,,,,25.1,,,
AC94437,site 2,8/17/2016 10:03,,,698.0,5.23,,,,,,7.95,,,,,24.9,,,
AC94438,site 2,8/17/2016 10:04,,,696.0,4.81,,,,,,7.92,,,,,24.9,,,
AC94439,site 2,8/17/2016 10:05,,,694.0,3.0,,,,,,7.84,,,,,24.7,,,
AC94441,site 3,8/17/2016 10:18,,,642.0,4.84,,,,,,7.93,,,,,24.4,,,
AC94442,site 3,8/17/2016 10:19,,,643.0,4.99,,,,,,7.92,,,,,24.3,,,
AC94443,site 3,8/17/2016 10:20,,,643.0,4.91,,,,,,7.92,,,,,24.3,,,
AD01979,site 1,9/14/2016 13:55,,,761.0,10.16,0.0,,,,,8.22,,,,,23.8,,,
AD01980,site 1,9/14/2016 13:56,,,761.0,9.92,3.0,,,,,8.3,,,,,23.7,,,
