Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AD01981,site 1,9/14/2016 13:57,,,761.0,9.43,6.0,,,,,8.32,,,,,23.6,,,
AD01982,site 1,9/14/2016 13:58,,,769.0,8.83,9.0,,,,,8.31,,,,,23.4,,,
AD01983,site 1,9/14/2016 13:59,,,770.0,5.87,12.0,,,,,8.08,,,,,21.6,,,
AD01984,site 1,9/14/2016 14:00,,,771.0,5.34,15.0,,,,,8.01,,,,,21.4,,,
AD01985,site 1,9/14/2016 14:01,,,764.0,4.38,18.0,,,,,7.93,,,,,21.2,,,
AD01987,site 2,9/14/2016 14:11,,,761.0,10.44,0.0,,,,,8.4,,,,,23.9,,,
AD01988,site 2,9/14/2016 14:12,,,761.0,10.22,3.0,,,,,8.41,,,,,23.8,,,
AD01989,site 2,9/14/2016 14:13,,,761.0,10.02,6.0,,,,,8.39,,,,,23.6,,,
AD01990,site 2,9/14/2016 14:14,,,761.0,5.43,9.0,,,,,8.07,,,,,22.0,,,
AD01991,site 2,9/14/2016 14:15,,,771.0,5.83,12.0,,,,,8.08,,,,,21.6,,,
AD01992,site 2,9/14/2016 14:16,,,773.0,4.75,15.0,,,,,7.99,,,,,21.4,,,
AD01993,site 2,9/14/2016 14:17,,,765.0,3.27,18.0,,,,,7.9,,,,,21.2,,,
AD01995,site 3,9/14/2016 14:30,,,767.0,8.23,0.0,,,,,8.32,,,,,23.8,,,
AD01996,site 3,9/14/2016 14:31,,,771.0,7.73,3.0,,,,,8.28,,,,,23.2,,,
AD01997,site 3,9/14/2016 14:32,,,774.0,6.62,6.0,,,,,8.18,,,,,22.1,,,
AD01998,site 3,9/14/2016 14:33,,,768.0,6.99,9.0,,,,,8.11,,,,,21.8,,,
AD05235,site 1,9/27/2016 13:54,,,765.0,7.3,,,,,,7.94,,,,,20.6,,,
AD05236,site 1,9/27/2016 13:55,,,767.0,7.25,3.0,,,,,7.99,,,,,20.5,,,
AD05237,site 1,9/27/2016 13:56,,,767.0,7.46,6.0,,,,,8.02,,,,,20.4,,,
AD05238,site 1,9/27/2016 13:57,,,768.0,6.75,9.0,,,,,7.99,,,,,20.2,,,
AD05239,site 1,9/27/2016 13:58,,,773.0,5.34,12.0,,,,,7.93,,,,,20.1,,,
AD05240,site 1,9/27/2016 13:59,,,769.0,6.21,15.0,,,,,7.96,,,,,19.9,,,
AD05241,site 1,9/27/2016 14:00,,,771.0,6.12,18.0,,,,,7.96,,,,,19.8,,,
AD05242,site 1,9/27/2016 14:01,,,771.0,6.2,21.0,,,,,7.95,,,,,19.7,,,
AD05243,site 2,9/27/2016 14:06,,,767.0,7.56,,,,,,8.09,,,,,20.5,,,
AD05245,site 2,9/27/2016 14:07,,,767.0,7.21,3.0,,,,,8.09,,,,,20.5,,,
AD05246,site 2,9/27/2016 14:08,,,767.0,7.5,6.0,,,,,8.1,,,,,20.5,,,
AD05247,site 2,9/27/2016 14:09,,,767.0,7.5,9.0,,,,,8.1,,,,,20.5,,,
AD05248,site 2,9/27/2016 14:10,,,768.0,7.36,12.0,,,,,8.07,,,,,20.4,,,
AD05249,site 2,9/27/2016 14:11,,,770.0,6.39,15.0,,,,,8.02,,,,,19.9,,,
AD05250,site 3,9/27/2016 14:25,,,773.0,7.65,,,,,,8.08,,,,,18.9,,,
AD05252,site 3,9/27/2016 14:26,,,773.0,8.06,3.0,,,,,8.08,,,,,18.9,,,
AD05253,site 3,9/27/2016 14:27,,,772.0,7.67,6.0,,,,,8.08,,,,,18.9,,,
AD05254,site 2,9/27/2016 14:12,,,773.0,5.26,18.0,,,,,7.96,,,,,19.7,,,
AD69206,site 1,5/17/2017 14:00,,,765.0,8.5,,,,,,7.86,,,,,20.3,,,
AD69207,site 1,5/17/2017 14:01,,,766.0,8.84,,,,,,8.07,,,,,19.8,,,
AD69208,site 1,5/17/2017 14:02,,,766.0,8.6,,,,,,8.12,,,,,19.6,,,
AD69209,site 1,5/17/2017 14:03,,,767.0,7.8,,,,,,8.13,,,,,19.4,,,
AD69210,site 1,5/17/2017 14:04,,,763.0,7.75,,,,,,8.11,,,,,18.3,,,
AD69211,site 1,5/17/2017 14:05,,,761.0,8.3,,,,,,8.12,,,,,18.0,,,
AD69212,site 1,5/17/2017 14:06,,,761.0,8.5,,,,,,8.11,,,,,17.9,,,
AD69214,site 2,5/17/2017 14:30,,,766.0,8.57,,,,,,8.23,,,,,20.3,,,
AD69215,site 2,5/17/2017 14:31,,,765.0,863.0,,,,,,8.22,,,,,20.2,,,
AD69216,site 2,5/17/2017 14:32,,,765.0,8.48,,,,,,8.22,,,,,20.1,,,
AD69217,site 2,5/17/2017 14:33,,,769.0,8.96,,,,,,8.23,,,,,20.0,,,
AD69218,site 2,5/17/2017 14:34,,,763.0,8.7,,,,,,8.21,,,,,18.7,,,
AD69219,site 2,5/17/2017 14:35,,,763.0,8.66,,,,,,8.19,,,,,18.4,,,
AD69221,site 3,5/17/2017 15:00,,,765.0,8.84,,,,,,8.3,,,,,19.3,,,
AD69222,site 3,5/17/2017 15:01,,,766.0,8.44,,,,,,8.33,,,,,19.0,,,
AD69223,site 3,5/17/2017 15:02,,,767.0,8.42,,,,,,8.19,,,,,18.8,,,
AD70914,site 1,5/17/2017 14:07,,,,,,,,0.4,,,,,,,,,,
AD70915,site 2,5/17/2017 14:36,,,,,,,,0.4,,,,,,,,,,
AD70916,site 3,5/17/2017 15:03,,,,,,,,0.4,,,,,,,,,,
AD76703,site 1,6/15/2017 0:00,,,762.0,9.19,,,,,,7.22,,,,,27.3,,,
AD76704,site 1,6/15/2017 0:00,,,760.0,8.82,,,,,,7.6,,,,,26.3,,,
AD76705,site 1,6/15/2017 0:00,,,760.0,8.38,,,,,,7.76,,,,,26.0,,,
AD76706,site 1,6/15/2017 0:00,,,762.0,7.38,,,,,,7.83,,,,,25.7,,,
AD76707,site 1,6/15/2017 0:00,,,761.0,7.2,,,,,,7.87,,,,,25.2,,,
AD76708,site 1,6/15/2017 0:00,,,764.0,6.78,,,,,,7.91,,,,,24.5,,,
AD76709,site 1,6/15/2017 0:00,,,767.0,5.54,,,,,,7.88,,,,,23.7,,,
AD76711,site 2,6/15/2017 0:00,,,762.0,8.43,,,,,,8.17,,,,,27.4,,,
AD76712,site 2,6/15/2017 0:00,,,761.0,9.41,,,,,,8.2,,,,,26.3,,,
AD76713,site 2,6/15/2017 0:00,,,761.0,8.17,,,,,,8.19,,,,,25.9,,,
AD76714,site 2,6/15/2017 0:00,,,760.0,8.24,,,,,,8.16,,,,,25.8,,,
AD76715,site 2,6/15/2017 0:00,,,763.0,7.07,,,,,,8.11,,,,,25.3,,,
AD76716,site 2,6/15/2017 0:00,,,764.0,6.78,,,,,,7.91,,,,,24.5,,,
AD76717,site 2,6/15/2017 0:00,,,766.0,4.88,,,,,,8.01,,,,,23.4,,,
AD76720,site 3,6/15/2017 0:00,,,764.0,6.78,,,,,,8.23,,,,,26.5,,,
AD76721,site 3,6/15/2017 0:00,,,764.0,6.01,,,,,,8.16,,,,,26.2,,,
AD76722,site 3,6/15/2017 0:00,,,763.0,5.08,,,,,,8.12,,,,,25.5,,,
AD76723,site 3,6/15/2017 0:00,,,763.0,7.07,,,,,,8.11,,,,,25.3,,,
AD79685,site 1,6/26/2017 14:20,,,793.0,8.36,,,,,,7.91,,,,,22.9,,,
AD79686,site 1,6/26/2017 14:21,,,793.0,8.13,3.0,,,,,7.94,,,,,22.9,,,
AD79687,site 1,6/26/2017 14:22,,,793.0,8.26,6.0,,,,,7.98,,,,,22.9,,,
AD79688,site 1,6/26/2017 14:23,,,793.0,8.0,9.0,,,,,8.01,,,,,22.8,,,
AD79689,site 1,6/26/2017 14:24,,,794.0,8.02,12.0,,,,,8.01,,,,,22.8,,,
AD79690,site 1,6/26/2017 14:25,,,793.0,8.35,15.0,,,,,8.02,,,,,22.8,,,
AD79691,site 1,6/26/2017 14:26,,,794.0,8.0,18.0,,,,,8.02,,,,,22.8,,,
AD79693,site 2,6/26/2017 14:41,,,793.0,8.45,,,,,,8.06,,,,,22.8,,,
AD79694,site 2,6/26/2017 14:42,,,793.0,8.28,3.0,,,,,8.05,,,,,22.8,,,
AD79695,site 2,6/26/2017 14:43,,,793.0,8.06,6.0,,,,,8.06,,,,,22.8,,,
AD79696,site 2,6/26/2017 14:44,,,793.0,8.2,9.0,,,,,8.06,,,,,22.8,,,
AD79697,site 2,6/26/2017 14:45,,,793.0,8.18,12.0,,,,,8.06,,,,,22.8,,,
AD79698,site 2,6/26/2017 14:46,,,794.0,8.04,15.0,,,,,8.06,,,,,22.8,,,
AD79699,site 2,6/26/2017 14:47,,,793.0,8.13,18.0,,,,,8.06,,,,,22.8,,,
AD79701,site 3,6/26/2017 15:01,,,794.0,9.0,,,,,,8.14,,,,,21.4,,,
AD79702,site 3,6/26/2017 15:02,,,794.0,8.73,3.0,,,,,8.14,,,,,21.4,,,
AD79703,site 3,6/26/2017 15:03,,,794.0,8.98,6.0,,,,,8.14,,,,,21.4,,,
AD79704,site 3,6/26/2017 15:04,,,795.0,8.9,9.0,,,,,8.13,,,,,21.4,,,
AD84210,site 1,7/13/2017 13:37,,,725.0,7.77,,,,,,7.94,,,,,25.7,,,
AD84211,site 1,7/13/2017 13:38,,,726.0,7.89,3.0,,,,,8.09,,,,,25.6,,,
AD84212,site 1,7/13/2017 13:39,,,734.0,6.37,6.0,,,,,8.04,,,,,24.9,,,
AD84213,site 1,7/13/2017 13:40,,,742.0,4.24,9.0,,,,,7.93,,,,,24.5,,,
AD84214,site 1,7/13/2017 13:41,,,738.0,4.05,12.0,,,,,7.9,,,,,24.3,,,
AD84215,site 1,7/13/2017 13:42,,,739.0,3.18,15.0,,,,,7.83,,,,,23.9,,,
AD84216,site 1,7/13/2017 13:43,,,740.0,3.03,18.0,,,,,7.81,,,,,23.9,,,
AD84217,site 1,7/13/2017 13:44,,,738.0,0.8,21.0,,,,,7.73,,,,,22.9,,,
AD84219,site 2,7/13/2017 13:56,,,721.0,8.44,,,,,,8.26,,,,,25.8,,,
AD84220,site 2,7/13/2017 13:57,,,722.0,8.4,3.0,,,,,8.32,,,,,25.8,,,
AD84221,site 2,7/13/2017 13:58,,,722.0,8.39,6.0,,,,,8.32,,,,,25.7,,,
AD84222,site 2,7/13/2017 13:59,,,740.0,4.58,9.0,,,,,8.1,,,,,24.5,,,
AD84223,site 2,7/13/2017 14:00,,,738.0,4.51,12.0,,,,,8.02,,,,,24.3,,,
AD84224,site 2,7/13/2017 14:01,,,736.0,3.82,15.0,,,,,7.93,,,,,23.9,,,
AD84225,site 2,7/13/2017 14:02,,,738.0,1.59,18.0,,,,,7.83,,,,,23.3,,,
AD84227,site 3,7/13/2017 14:14,,,688.0,5.75,,,,,,8.04,,,,,24.5,,,
AD84228,site 3,7/13/2017 14:15,,,684.0,5.07,3.0,,,,,8.0,,,,,24.1,,,
AD84229,site 3,7/13/2017 14:16,,,684.0,4.4,6.0,,,,,7.98,,,,,24.1,,,
AD87563,site 1,7/26/2017 9:37,,,755.0,6.96,,,,,,7.83,,,,,25.0,,,
AD87564,site 1,7/26/2017 9:38,,,765.0,6.87,3.0,,,,,7.91,,,,,25.0,,,
AD87565,site 1,7/26/2017 9:39,,,766.0,5.72,6.0,,,,,7.93,,,,,24.9,,,
AD87566,site 1,7/26/2017 9:40,,,768.0,5.99,9.0,,,,,7.91,,,,,24.5,,,
AD87567,site 1,7/26/2017 9:41,,,775.0,5.05,12.0,,,,,7.89,,,,,23.6,,,
AD87568,site 1,7/26/2017 9:42,,,779.0,4.94,15.0,,,,,7.89,,,,,23.3,,,
AD87569,site 1,7/26/2017 9:43,,,780.0,4.93,18.0,,,,,7.89,,,,,23.1,,,
AD87570,site 2,7/26/2017 9:46,,,766.0,6.57,,,,,,8.05,,,,,25.1,,,
AD87572,site 2,7/26/2017 9:48,,,766.0,6.37,3.0,,,,,8.07,,,,,25.0,,,
AD87573,site 2,7/26/2017 9:49,,,767.0,6.1,6.0,,,,,8.04,,,,,24.8,,,
AD87574,site 2,7/26/2017 9:50,,,771.0,5.27,9.0,,,,,7.97,,,,,24.0,,,
AD87575,site 2,7/26/2017 9:51,,,776.0,5.16,12.0,,,,,7.96,,,,,23.5,,,
AD87576,site 2,7/26/2017 9:52,,,780.0,5.59,15.0,,,,,7.96,,,,,23.1,,,
AD87577,site 2,7/26/2017 9:53,,,777.0,0.0,18.0,,,,,7.82,,,,,23.0,,,
AD87579,site 3,7/26/2017 10:15,,,766.0,8.45,,,,,,8.14,,,,,23.7,,,
AD87580,site 3,7/26/2017 10:16,,,781.0,6.81,3.0,,,,,8.13,,,,,23.7,,,
AD87581,site 3,7/26/2017 10:17,,,781.0,6.62,6.0,,,,,8.1,,,,,23.6,,,
AD87582,site 3,7/26/2017 10:18,,,779.0,3.77,9.0,,,,,7.97,,,,,23.4,,,
AD95133,site 1,8/23/2017 11:00,,,755.0,7.9,,,,,,8.05,,,,,24.0,,,
AD95134,site 1,8/23/2017 11:00,,,754.0,7.7,,,,,,8.01,,,,,24.1,,,
AD95135,site 1,8/23/2017 11:00,,,754.0,8.1,,,,,,8.01,,,,,24.0,,,
AD95136,site 1,8/23/2017 11:00,,,754.0,8.19,,,,,,8.02,,,,,24.1,,,
AD95137,site 1,8/23/2017 11:00,,,755.0,8.43,,,,,,7.97,,,,,24.1,,,
AD95152,site 2,8/23/2017 11:17,,,763.0,0.0,,,,,,7.84,,,,,23.0,,,
AD95153,site 2,8/23/2017 11:17,,,7.67,0.0,,,,,,8.02,,,,,23.3,,,
AD95154,site 2,8/23/2017 11:17,,,759.0,6.34,,,,,,8.25,,,,,23.8,,,
AD95155,site 2,8/23/2017 11:17,,,755.0,8.1,,,,,,8.31,,,,,24.0,,,
AD95156,site 2,8/23/2017 11:17,,,754.0,7.82,,,,,,8.31,,,,,24.1,,,
AD95157,site 2,8/23/2017 11:17,,,754.0,7.65,,,,,,8.3,,,,,24.1,,,
AD95158,site 2,8/23/2017 11:17,,,755.0,8.16,,,,,,8.29,,,,,24.1,,,
AD95159,site 2,8/23/2017 11:17,,,754.0,7.72,,,,,,8.23,,,,,24.1,,,
AD95161,site 3,8/23/2017 11:45,,,761.0,4.97,,,,,,8.06,,,,,23.2,,,
AD95162,site 3,8/23/2017 11:45,,,775.0,5.94,,,,,,8.12,,,,,23.4,,,
AD95163,site 3,8/23/2017 11:45,,,777.0,6.49,,,,,,8.15,,,,,23.4,,,
AD95164,site 3,8/23/2017 11:45,,,777.0,6.14,,,,,,8.14,,,,,23.4,,,
AD96715,site 1,8/30/2017 13:35,,,766.0,8.95,,,,,,8.3,,,,,23.4,,,
AD96716,site 1,8/30/2017 13:36,,,767.0,8.32,3.0,,,,,8.3,,,,,22.9,,,
AD96717,site 1,8/30/2017 13:37,,,764.0,9.24,6.0,,,,,8.33,,,,,21.5,,,
AD96718,site 1,8/30/2017 13:38,,,764.0,8.68,9.0,,,,,8.32,,,,,21.0,,,
AD96719,site 1,8/30/2017 13:39,,,765.0,5.43,12.0,,,,,8.13,,,,,20.4,,,
AD96720,site 1,8/30/2017 13:40,,,763.0,4.98,15.0,,,,,8.06,,,,,20.1,,,
AD96721,site 1,8/30/2017 13:41,,,763.0,4.43,18.0,,,,,8.02,,,,,20.1,,,
AD96723,site 2,8/30/2017 13:50,,,761.0,9.29,,,,,,8.33,,,,,22.9,,,
AD96724,site 2,8/30/2017 13:51,,,761.0,9.42,3.0,,,,,8.34,,,,,22.6,,,
AD96725,site 2,8/30/2017 13:52,,,764.0,9.48,6.0,,,,,8.35,,,,,21.7,,,
AD96726,site 2,8/30/2017 13:53,,,765.0,8.33,9.0,,,,,8.3,,,,,21.0,,,
AD96727,site 2,8/30/2017 13:54,,,764.0,5.16,12.0,,,,,8.11,,,,,20.4,,,
AD96728,site 2,8/30/2017 13:55,,,768.0,4.57,15.0,,,,,8.04,,,,,20.2,,,
AD96729,site 2,8/30/2017 13:56,,,761.0,5.15,18.0,,,,,8.03,,,,,20.0,,,
AD96731,site 3,8/30/2017 14:10,,,747.0,7.13,,,,,,8.17,,,,,22.4,,,
AD96732,site 3,8/30/2017 14:11,,,748.0,5.9,3.0,,,,,8.11,,,,,21.0,,,
AD96733,site 3,8/30/2017 14:12,,,751.0,5.82,6.0,,,,,8.04,,,,,20.1,,,
AE00380,site 1,9/13/2017 13:40,,,778.0,15.48,0.0,,,,,7.82,,,,,18.8,,,
AE00381,site 1,9/13/2017 13:40,,,777.0,14.4,,,,,,7.91,,,,,18.7,,,
AE00382,site 1,9/13/2017 13:40,,,789.0,13.39,,,,,,7.93,,,,,18.3,,,
AE00383,site 1,9/13/2017 13:40,,,798.0,12.11,,,,,,7.91,,,,,17.9,,,
AE00384,site 1,9/13/2017 13:40,,,805.0,12.01,,,,,,7.91,,,,,17.7,,,
AE00385,site 1,9/13/2017 13:40,,,807.0,12.48,,,,,,7.92,,,,,17.6,,,
AE00386,site 1,9/13/2017 13:40,,,807.0,11.83,,,,,,7.93,,,,,17.4,,,
AE00388,site 2,9/13/2017 13:55,,,780.0,13.72,0.0,,,,,8.03,,,,,19.0,,,
AE00389,site 2,9/13/2017 13:55,,,778.0,13.91,,,,,,8.12,,,,,18.7,,,
AE00390,site 2,9/13/2017 13:55,,,791.0,12.8,,,,,,8.1,,,,,18.4,,,
AE00391,site 2,9/13/2017 13:55,,,802.0,11.77,,,,,,8.04,,,,,17.8,,,
AE00392,site 2,9/13/2017 13:55,,,800.0,11.2,,,,,,7.96,,,,,17.7,,,
AE00393,site 2,9/13/2017 13:55,,,799.0,10.22,,,,,,7.9,,,,,17.7,,,
AE00394,site 2,9/13/2017 13:55,,,799.0,9.87,,,,,,7.88,,,,,17.7,,,
AE00395,site 2,9/13/2017 13:55,,,799.0,9.67,,,,,,7.86,,,,,17.7,,,
AE00397,site 3,9/13/2017 14:15,,,790.0,12.47,,,,,,8.1,,,,,19.6,,,
AE00398,site 3,9/13/2017 14:15,,,813.0,11.7,,,,,,8.1,,,,,18.9,,,
AE00399,site 3,9/13/2017 14:15,,,816.0,9.61,,,,,,8.04,,,,,17.9,,,
AE03718,site 1,9/26/2017 9:48,,,785.0,9.22,,,,,,7.11,,,,,24.3,,,
AE03719,site 1,9/26/2017 9:48,,,789.0,9.29,,,,,,7.52,,,,,24.3,,,
AE03720,site 1,9/26/2017 9:48,,,791.0,9.08,,,,,,7.69,,,,,24.3,,,
AE03721,site 1,9/26/2017 9:48,,,792.0,8.83,,,,,,7.74,,,,,24.2,,,
AE03722,site 1,9/26/2017 9:48,,,799.0,6.93,,,,,,7.69,,,,,23.5,,,
AE03723,site 1,9/26/2017 9:48,,,796.0,6.06,,,,,,7.65,,,,,22.8,,,
AE03724,site 1,9/26/2017 9:48,,,793.0,6.68,,,,,,7.62,,,,,22.3,,,
AE03726,site 2,9/26/2017 10:02,,,788.0,9.22,,,,,,7.99,,,,,24.5,,,
AE03727,site 2,9/26/2017 10:02,,,789.0,9.76,,,,,,8.11,,,,,24.4,,,
AE03728,site 2,9/26/2017 10:02,,,789.0,9.7,,,,,,8.15,,,,,24.4,,,
AE03729,site 2,9/26/2017 10:02,,,797.0,8.29,,,,,,8.07,,,,,24.1,,,
AE03730,site 2,9/26/2017 10:02,,,799.0,6.09,,,,,,7.93,,,,,23.8,,,
AE03731,site 2,9/26/2017 10:02,,,793.0,5.82,,,,,,7.86,,,,,22.7,,,
AE03732,site 2,9/26/2017 10:02,,,793.0,5.93,,,,,,7.83,,,,,22.2,,,
AE03734,site 3,9/26/2017 10:25,,,792.0,7.9,,,,,,8.09,,,,,24.9,,,
AE03735,site 3,9/26/2017 10:25,,,795.0,7.07,,,,,,8.06,,,,,24.7,,,
AE03736,site 3,9/26/2017 10:25,,,805.0,6.71,,,,,,8.03,,,,,23.5,,,
AE54262,site 1,4/5/2018 13:07,,,711.7,15.57,0.0,,,,,7.61,,,,,4.6,,,
AE54263,site 1,4/5/2018 13:07,,,710.2,14.22,3.0,,,,,7.7,,,,,4.5,,,
AE54264,site 1,4/5/2018 13:07,,,711.8,14.14,6.0,,,,,7.74,,,,,4.5,,,
AE54265,site 1,4/5/2018 13:07,,,703.8,15.2,9.0,,,,,7.81,,,,,4.2,,,
AE54266,site 1,4/5/2018 13:07,,,702.7,15.8,12.0,,,,,7.83,,,,,4.2,,,
AE54267,site 1,4/5/2018 13:07,,,703.9,15.51,15.0,,,,,7.87,,,,,4.2,,,
AE54268,site 1,4/5/2018 13:07,,,702.9,15.32,18.0,,,,,7.92,,,,,4.2,,,
AE54269,site 1,4/5/2018 13:07,,,702.9,15.35,21.0,,,,,7.94,,,,,4.3,,,
AE54274,site 2,4/5/2018 13:29,,,699.7,15.31,0.0,,,,,8.07,,,,,4.4,,,
AE54275,site 2,4/5/2018 13:29,,,699.8,14.66,3.0,,,,,8.09,,,,,4.4,,,
AE54276,site 2,4/5/2018 13:29,,,700.4,15.13,6.0,,,,,8.09,,,,,4.3,,,
AE54277,site 2,4/5/2018 13:29,,,703.3,15.48,9.0,,,,,8.11,,,,,4.3,,,
AE54278,site 2,4/5/2018 13:29,,,705.8,15.38,12.0,,,,,8.12,,,,,4.3,,,
AE54279,site 2,4/5/2018 13:29,,,704.9,15.38,15.0,,,,,8.13,,,,,4.3,,,
AE54280,site 2,4/5/2018 13:29,,,707.7,15.33,18.0,,,,,8.15,,,,,4.4,,,
AE61191,site 2,4/30/2018 13:29,,,746.0,15.61,,,,,,8.88,,,,,13.4,,,
AE61192,site 2,4/30/2018 13:29,,,746.0,16.88,,,,,,8.75,,,,,12.8,,,
AE61193,site 2,4/30/2018 13:29,,,746.0,16.84,,,,,,8.7,,,,,12.5,,,
AE61194,site 2,4/30/2018 13:29,,,744.0,17.69,,,,,,8.66,,,,,12.2,,,
AE61195,site 2,4/30/2018 13:29,,,745.0,17.95,,,,,,8.62,,,,,11.8,,,
AE61196,site 2,4/30/2018 13:29,,,744.0,18.47,,,,,,8.6,,,,,11.5,,,
AE61197,site 2,4/30/2018 13:29,,,743.0,18.65,,,,,,8.6,,,,,11.4,,,
AE61198,site 3,4/30/2018 14:00,,,745.0,16.85,,,,,,8.48,,,,,11.9,,,
AE61199,site 3,4/30/2018 14:00,,,746.0,17.04,,,,,,8.47,,,,,11.3,,,
AE61200,site 3,4/30/2018 14:00,,,745.0,18.81,,,,,,8.48,,,,,11.2,,,
AE61202,site 1,4/30/2018 13:10,,,746.0,23.04,,,,,,8.11,,,,,13.0,,,
AE61203,site 1,4/30/2018 13:10,,,746.0,19.13,,,,,,8.18,,,,,12.8,,,
AE61204,site 1,4/30/2018 13:10,,,745.0,19.3,,,,,,8.24,,,,,12.0,,,
AE61205,site 1,4/30/2018 13:10,,,744.0,19.6,,,,,,8.28,,,,,11.8,,,
AE61206,site 1,4/30/2018 13:10,,,745.0,17.95,,,,,,8.62,,,,,11.8,,,
AE61207,site 1,4/30/2018 13:10,,,745.0,19.42,,,,,,8.32,,,,,11.1,,,
AE61208,site 1,4/30/2018 13:10,,,741.0,19.11,,,,,,8.3,,,,,11.0,,,
AE61209,site 1,4/30/2018 13:10,,,744.0,17.08,,,,,,8.26,,,,,11.0,,,
AE69500,site 1,5/31/2018 13:45,,,692.0,7.46,,,,,,7.46,,,,,25.2,,,
AE69501,site 1,5/31/2018 13:45,,,693.0,5.8,,,,,,7.57,,,,,25.0,,,
AE69502,site 1,5/31/2018 13:45,,,766.0,5.24,,,,,,7.65,,,,,24.6,,,
AE69503,site 1,5/31/2018 13:45,,,692.0,4.95,,,,,,7.67,,,,,24.4,,,
